Ecoregion,Park,Point transect name,Point transect identification,Elevation (m),Year,Month,Day,Temperature (Celcius),Sky condition,Wind speed (km/h),Common_Name,Scientific_Name,Number of Birds Detected from 0-3:20 (minutes),Number of Birds Detected from 3:20-6:40 (minutes),Number of Birds Detected from 6:40-10:00 (minutes),Behaviour,Easting coordinate,Northing coordinate
Écorégion,Parc,Nom du point-transect,Identification du point-transect,Élévation (m),Anneé,Mois,Jour,Température (Celcius),Condition du ciel,Vitesse du vent (km/h),Nom commun,Nom scientifique,Nombre d’oiseaux observés entre 0 et 3 min 20 (minutes),Nombre d’oiseaux observés entre 3 min 20 et 6 min 40 (minutes),Nombre d’oiseaux observés entre 6 min 40 et 10 min (minutes),Comportement,Abscisse,Ordonnée
Lower Subalpine,GNP,Highway,14,1450,2020,6,29,8.6,Clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,1,Calling,452119,5676055
Lower Subalpine,GNP,Highway,14,1450,2020,6,29,8.6,Clear,0,AMERICAN THREE-TOED WOODPECKER,Picoides dorsalis,0,0,1,Drumming,452119,5676055
Lower Subalpine,GNP,Highway,14,1450,2020,6,29,8.6,Clear,0,VARIED THRUSH,Ixoreus naevius,3,3,3,Singing,452119,5676055
Lower Subalpine,GNP,Highway,14,1450,2020,6,29,8.6,Clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,0,0,1,Calling,452119,5676055
Lower Subalpine,GNP,Highway,15,1529,2009,6,21,8.7,broken,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,2,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2009,6,21,8.7,broken,0,HERMIT THRUSH,Catharus guttatus,2,2,2,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2009,6,21,8.7,broken,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2009,6,21,8.7,broken,0,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2009,6,21,8.7,broken,0,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2010,6,17,12.5,overcast,0,WHITE-WINGED CROSSBILL,Loxia leucoptera,0,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2010,6,17,12.5,overcast,0,DOWNY WOODPECKER,Picoides pubescens,0,0,1,Drumming,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2010,6,17,12.5,overcast,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,0,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2010,6,17,12.5,overcast,0,PINE SISKIN,Carduelis pinus,1,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2010,6,17,12.5,overcast,0,RED-BREASTED NUTHATCH,Sitta canadensis,1,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2010,6,17,12.5,overcast,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,2,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2010,6,17,12.5,overcast,0,VARIED THRUSH,Ixoreus naevius,0,0,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2011,6,26,5.9,overcast,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,0,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2011,6,26,5.9,overcast,0,VARIED THRUSH,Ixoreus naevius,1,1,2,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2011,6,26,5.9,overcast,0,RED SQUIRREL,Tamiasciurus hudsonicus,2,2,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2011,6,26,5.9,overcast,0,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2011,6,26,5.9,overcast,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2011,6,26,5.9,overcast,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2011,6,26,5.9,overcast,0,GRAY JAY,Perisoreus canadensis,0,0,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,PINE GROSBEAK,Pinicola enucleator,1,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,0,0,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,VARIED THRUSH,Ixoreus naevius,2,2,3,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,RED SQUIRREL,Tamiasciurus hudsonicus,2,1,2,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,GRAY JAY,Perisoreus canadensis,0,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2012,7,2,7,overcast,1,PINE SISKIN,Carduelis pinus,0,0,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,PILEATED WOODPECKER,Dryocopus pileatus,0,0,1,Drumming,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,PINE SISKIN,Carduelis pinus,1,0,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,HAMMOND'S FLYCATCHER,Empidonax hammondii,0,1,0,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2014,7,1,18,clear,1.8,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2016,6,16,3.4,Broken,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2016,6,16,3.4,Broken,0,Pacific Wren,Troglodytes pacificus,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2016,6,16,3.4,Broken,0,PINE SISKIN,Carduelis pinus,1,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2016,6,16,3.4,Broken,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2016,6,16,3.4,Broken,0,THREE-TOED WOODPECKER,Picoides tridactylus,0,0,1,Drumming,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2016,6,16,3.4,Broken,0,VARIED THRUSH,Ixoreus naevius,1,1,2,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,0,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,SWAINSON'S THRUSH,Catharus ustulatus,1,1,0,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,unknown,,0,0,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,VARIED THRUSH,Ixoreus naevius,0,1,2,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,PINE SISKIN,Carduelis pinus,0,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,RED-BREASTED NUTHATCH,Sitta canadensis,1,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,Pacific Wren,Troglodytes pacificus,0,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2018,6,27,7.3,clear,0,HERMIT THRUSH,Catharus guttatus,0,0,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,RED-BREASTED NUTHATCH,Sitta canadensis,1,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,VARIED THRUSH,Ixoreus naevius,1,1,0,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,RED CROSSBILL,Loxia curvirostra,0,0,5,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,PINE SISKIN,Carduelis pinus,3,2,2,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,MOUNTAIN CHICKADEE,Parus gambeli,0,0,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,GRAY JAY,Perisoreus canadensis,1,0,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,2,0,0,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2019,7,3,11.2,Clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,2,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,VARIED THRUSH,Ixoreus naevius,2,2,2,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,2,1,2,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,PINE SISKIN,Carduelis pinus,0,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,HERMIT THRUSH,Catharus guttatus,0,0,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,0,Singing,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,1,0,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,MOUNTAIN CHICKADEE,Parus gambeli,0,1,1,Calling,451899,5676294
Lower Subalpine,GNP,Highway,15,1529,2020,6,29,7.8,Clear,0,COOPER'S HAWK,Accipiter cooperii,0,0,1,Singing,451899,5676294
Lower Subalpine,GNP,Highway,16,1597,2009,6,21,10.4,broken,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2009,6,21,10.4,broken,0,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2009,6,21,10.4,broken,0,PINE SISKIN,Carduelis pinus,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2009,6,21,10.4,broken,0,VARIED THRUSH,Ixoreus naevius,3,3,3,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,2,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,PINE SISKIN,Carduelis pinus,2,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,STELLER'S JAY,Cyanocitta stelleri,0,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,RED CROSSBILL,Loxia curvirostra,2,1,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,HERMIT THRUSH,Catharus guttatus,0,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,VARIED THRUSH,Ixoreus naevius,2,2,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2010,6,17,12.2,overcast,0,PINE GROSBEAK,Pinicola enucleator,0,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2011,7,6,12.8,clear,0,PINE SISKIN,Carduelis pinus,1,0,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2011,7,6,12.8,clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,2,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2011,7,6,12.8,clear,0,TOWNSEND'S WARBLER,Dendroica townsendi,1,0,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2011,7,6,12.8,clear,0,VARIED THRUSH,Ixoreus naevius,2,2,2,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2011,7,6,12.8,clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,Pacific Wren,Troglodytes pacificus,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,VARIED THRUSH,Ixoreus naevius,2,3,2,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,TOWNSEND'S WARBLER,Dendroica townsendi,1,0,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,RED-BREASTED NUTHATCH,Sitta canadensis,1,0,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,GOLDEN-CROWNED KINGLET,Regulus satrapa,0,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2012,7,2,6.7,overcast,3,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2014,7,1,21,clear,1.5,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2014,7,1,21,clear,1.5,HERMIT THRUSH,Catharus guttatus,2,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2014,7,1,21,clear,1.5,PINE GROSBEAK,Pinicola enucleator,0,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2014,7,1,21,clear,1.5,PINE SISKIN,Carduelis pinus,1,2,2,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2014,7,1,21,clear,1.5,PILEATED WOODPECKER,Dryocopus pileatus,1,0,0,Drumming,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2014,7,1,21,clear,1.5,RED SQUIRREL,Tamiasciurus hudsonicus,1,2,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,VARIED THRUSH,Ixoreus naevius,2,1,2,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,SWAINSON'S THRUSH,Catharus ustulatus,1,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,PILEATED WOODPECKER,Dryocopus pileatus,0,1,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,0,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,Pacific Wren,Troglodytes pacificus,1,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,PINE GROSBEAK,Pinicola enucleator,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2016,6,16,7.2,Clear,0,GRAY JAY,Perisoreus canadensis,1,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2018,6,27,9.5,scattered,0,PINE SISKIN,Carduelis pinus,1,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2018,6,27,9.5,scattered,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2018,6,27,9.5,scattered,0,RED CROSSBILL,Loxia curvirostra,2,0,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2018,6,27,9.5,scattered,0,HERMIT THRUSH,Catharus guttatus,2,2,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2018,6,27,9.5,scattered,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2018,6,27,9.5,scattered,0,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2018,6,27,9.5,scattered,0,VARIED THRUSH,Ixoreus naevius,3,3,3,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,2,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,VARIED THRUSH,Ixoreus naevius,1,1,2,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,TOWNSEND'S WARBLER,Dendroica townsendi,1,0,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,RED CROSSBILL,Loxia curvirostra,0,1,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,HERMIT THRUSH,Catharus guttatus,2,2,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2019,7,3,7.7,Clear,3.4,PINE SISKIN,Carduelis pinus,3,3,3,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,CHIPPING SPARROW,Spizella passerina,2,1,1,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,0,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,PINE SISKIN,Carduelis pinus,1,0,0,Calling,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,1,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,BROWN CREEPER,Certhia americana,1,1,0,Singing,451686,5676542
Lower Subalpine,GNP,Highway,16,1597,2020,6,29,9.2,Clear,0,Pacific Wren,Troglodytes pacificus,1,1,1,Singing,451686,5676542
Lower Subalpine,GNP,Highway,17,1661,2009,7,2,10,clear,,RED-BREASTED NUTHATCH,Sitta canadensis,1,1,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2009,7,2,10,clear,,HERMIT THRUSH,Catharus guttatus,1,2,0,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2009,7,2,10,clear,,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,0,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2009,7,2,10,clear,,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2009,7,2,10,clear,,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,0,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2009,7,2,10,clear,,GRAY JAY,Perisoreus canadensis,2,0,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2009,7,2,10,clear,,PINE SISKIN,Carduelis pinus,0,1,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,PINE GROSBEAK,Pinicola enucleator,0,0,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,VARIED THRUSH,Ixoreus naevius,2,2,2,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,TOWNSEND'S WARBLER,Dendroica townsendi,0,1,0,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,PINE SISKIN,Carduelis pinus,1,1,2,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,1,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,HERMIT THRUSH,Catharus guttatus,1,0,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,0,0,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,AMERICAN ROBIN,Turdus migratorius,0,0,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2010,7,5,5.2,partly cloudy,0,RED-BREASTED NUTHATCH,Sitta canadensis,1,1,0,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,RED SQUIRREL,Tamiasciurus hudsonicus,1,0,2,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,HERMIT THRUSH,Catharus guttatus,1,1,2,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,THREE-TOED WOODPECKER,Picoides tridactylus,1,1,0,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,TOWNSEND'S WARBLER,Dendroica townsendi,0,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,PINE GROSBEAK,Pinicola enucleator,0,2,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,DARK-EYED JUNCO,Junco hyemalis,2,2,2,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,GRAY JAY,Perisoreus canadensis,1,0,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,2,2,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2011,7,6,14.4,clear,2,RED-BREASTED NUTHATCH,Sitta canadensis,1,1,0,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2012,7,2,1.5,overcast,2,PINE SISKIN,Carduelis pinus,1,1,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2012,7,2,1.5,overcast,2,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,1,Calling,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2012,7,2,1.5,overcast,2,HERMIT THRUSH,Catharus guttatus,2,2,2,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2012,7,2,1.5,overcast,2,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,1,Singing,451655,5676131
Lower Subalpine,GNP,Highway,17,1661,2012,7,2,1.5,overcast,2,CHIPPING SPARROW,Spizella passerina,0,0,1,Singing,451655,5676131
