Survey identifier ,Species Code,First recording section bird count,Second recording section bird count,Third recording section bird count,Total bird count,Transcriber comments,English common name ,French common name ,Scientfic name,AOU numberic code,Year of observation,Month of observation,Day of observation,Hour of observation,Minute of observation,Temperature in degrees Celcius,Wind speed,Gust wind speed,Cloud cover (percentage),First observer,Second observer,Third observer,Comments,Audio file name,Transcriber,Transcription start minute,Transcription start second,Recording quality,Noise comments,Survey area identifier ,Point number,2016 — present site identifier,2009-2013 site identifier,1998-2007 site identifier,Monitoring Era,Era of origin,Latitude,Longitude,UTM northing NAD83,UTM easting NAD83,SiteID Comments
Identificateur du relevé,Code d’espèce,Première période d’écoute pour le dénombrement d’oiseaux,Deuxième période d’écoute pour le dénombrement d’oiseaux,Troisième période d’écoute pour le dénombrement d’oiseaux,Nombre total d’oiseaux,Commentaires du transcripteur,Nom commun anglais,Nom commun français,Nom scientifique,Code numérique de l’AOU ,Année de l’observation,Mois de l’observation,Jour de l’observation,Heure de l’observation,Minute de l’observation,Température en degrés Celcius,Vitesse du vent,Vitesse du vent dans les rafales,Couverture nuageuse (pourcentage),Premier observateur,Deuxième observateur,Troisième observateur,,Nom du fichier audio,Transcripteur,Minute du début de la transcription,Seconde du début de la transcription,Qualité de l’enregistrement,Commentaires sur les bruits de fond,Identificateur de la zone du relevé,Numéro du point,Identificateur de site de 2016 à aujourd’hui,Identificateur de site 2013-2016,Identificateur de site 1998-2007,Période de surveillance,Période d’établissement du site,Latitude,Longitude,Ordonnée UTM ,Abscisse UTM ,Commentaires sur l’ID du site
02_2_17,FRGU,1,0,0,1,NA,Franklin's Gull,Mouette de Franklin,Leucophaeus pipixcan,495,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,FRGU,1,0,0,1,NA,Franklin's Gull,Mouette de Franklin,Leucophaeus pipixcan,495,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,LEFL,1,0,0,1,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,LEFL,1,0,0,1,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,MOWA,1,0,0,1,NA,Mourning Warbler,Paruline triste,Geothlypis philadelphia,1643,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,MOWA,1,0,0,1,NA,Mourning Warbler,Paruline triste,Geothlypis philadelphia,1643,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,PBGR,1,0,0,1,NA,Pied-billed Grebe,Grèbe à bec bigarré,Podilymbus podiceps,141,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,PBGR,1,0,0,1,NA,Pied-billed Grebe,Grèbe à bec bigarré,Podilymbus podiceps,141,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,PISI,1,0,0,1,NA,Pine Siskin,Tarin des pins,Spinus pinus,2011,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,PISI,1,0,0,1,NA,Pine Siskin,Tarin des pins,Spinus pinus,2011,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,RBNU,1,0,0,1,NA,Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,1409,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,RBNU,1,0,0,1,NA,Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,1409,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,RCKI,1,0,0,1,NA,Ruby-crowned Kinglet,Roitelet à couronne rubis,Regulus calendula,1475,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,RCKI,1,0,0,1,NA,Ruby-crowned Kinglet,Roitelet à couronne rubis,Regulus calendula,1475,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,REVI,1,0,0,1,NA,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,1315,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,REVI,1,0,0,1,NA,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,1315,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SORA,0,1,0,1,NA,Sora,Marouette de Caroline,Porzana carolina,369,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SORA,0,1,0,1,NA,Sora,Marouette de Caroline,Porzana carolina,369,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SORA,0,1,0,1,NA,Sora,Marouette de Caroline,Porzana carolina,369,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SORA,0,1,0,1,NA,Sora,Marouette de Caroline,Porzana carolina,369,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SOSP,1,0,0,1,NA,Song Sparrow,Bruant chanteur,Melospiza melodia,1857,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SOSP,1,0,0,1,NA,Song Sparrow,Bruant chanteur,Melospiza melodia,1857,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SWSP,1,0,0,1,NA,Swamp Sparrow,Bruant des marais,Melospiza georgiana,1859,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SWSP,1,0,0,1,NA,Swamp Sparrow,Bruant des marais,Melospiza georgiana,1859,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SWTH,1,0,0,1,NA,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,1534,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,SWTH,1,0,0,1,NA,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,1534,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WETA,0,0,1,1,NA,Western Tanager,Piranga à tête rouge,Piranga ludoviciana,1887,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WETA,0,0,1,1,NA,Western Tanager,Piranga à tête rouge,Piranga ludoviciana,1887,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WEWP,1,0,0,1,NA,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,1179,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WEWP,1,0,0,1,NA,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,1179,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WISN,0,1,0,1,NA,Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,472,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WISN,0,1,0,1,NA,Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,472,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WISN,0,1,0,1,NA,Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,472,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WISN,0,1,0,1,NA,Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,472,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WIWR,0,0,1,1,NA,Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,1451,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Good Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_2_17,WIWR,0,0,1,1,NA,Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,1451,2017,6,29,6,1,8,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,2,BOR22,x,x,2016,2016,53.70577377,-112.798123,5952287.208,381311.0546,NA
02_3_17,AMRO,2,0,0,2,NA,American Robin,Merle d'Amérique,Turdus migratorius,1554,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,BCCH,2,0,0,2,NA,Black-capped Chickadee,Mésange à tête noire,Poecile atricapillus,1396,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,REVI,2,0,0,2,NA,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,1315,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,BHCO,1,0,0,1,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,CEDW,1,0,0,1,NA,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,1602,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,COYE,0,0,1,1,NA,Common Yellowthroat,Paruline masquée,Geothlypis trichas,1650,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,PBGR,0,0,1,1,NA,Pied-billed Grebe,Grèbe à bec bigarré,Podilymbus podiceps,141,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,PHVI,0,0,1,1,NA,Philadelphia Vireo,Viréo de Philadelphie,Vireo philadelphicus,1314,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,RBNU,0,0,1,1,NA,Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,1409,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,SORA,1,0,0,1,NA,Sora,Marouette de Caroline,Porzana carolina,369,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,SPSA,0,1,0,1,NA,Spotted Sandpiper,Chevalier grivelé,Actitis macularius,417,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,SWTH,1,0,0,1,NA,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,1534,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,WISN,1,0,0,1,NA,Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,472,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,WTSP,0,0,1,1,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,YEWA,1,0,0,1,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_3_17,YRWA,1,0,0,1,NA,Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,1673,2017,6,29,6,50,9,0,NA,0,ANGE,ABIS,NA,NA,NA,C,0,38,Moderate,NA,2,3,BOR23,x,x,2016,2016,53.70265081,-112.7977375,5951939.171,381327.7101,NA
02_4_17,HOWR,3,0,0,3,NA,House Wren,Troglodyte familier,Troglodytes aedon,1445,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,AMCR,2,0,0,2,NA,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,1356,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,MOWA,0,1,1,2,NA,Mourning Warbler,Paruline triste,Geothlypis philadelphia,1643,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,SORA,0,1,1,2,NA,Sora,Marouette de Caroline,Porzana carolina,369,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,WISN,2,0,0,2,NA,Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,472,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,WTSP,2,0,0,2,NA,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,1861,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,AMRO,1,0,0,1,NA,American Robin,Merle d'Amérique,Turdus migratorius,1554,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,BHCO,1,0,0,1,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,CCSP,0,0,1,1,NA,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,1836,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,CEDW,0,0,1,1,NA,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,1602,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,COYE,1,0,0,1,NA,Common Yellowthroat,Paruline masquée,Geothlypis trichas,1650,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,LCSP,0,0,1,1,NA,Le Conte's Sparrow,Bruant de Le Conte,Ammodramus leconteii,1851,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,LEFL,0,1,0,1,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,PBGR,1,0,0,1,NA,Pied-billed Grebe,Grèbe à bec bigarré,Podilymbus podiceps,141,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,PISI,1,0,0,1,NA,Pine Siskin,Tarin des pins,Spinus pinus,2011,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,PUMA,0,0,1,1,NA,Purple Martin,Hirondelle noire,Progne subis,1373,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,REVI,0,0,1,1,NA,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,1315,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,RWBL,1,0,0,1,NA,Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,1919,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,SOSA,1,0,0,1,NA,Solitary Sandpiper,Chevalier solitaire,Tringa solitaria,419,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,SOSA,1,0,0,1,NA,Solitary Sandpiper,Chevalier solitaire,Tringa solitaria,419,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,SWSP,0,1,0,1,NA,Swamp Sparrow,Bruant des marais,Melospiza georgiana,1859,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,WEWP,0,1,0,1,NA,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,1179,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,YBSA,0,0,1,1,NA,Yellow-bellied Sapsucker,Pic maculé,Sphyrapicus varius,995,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,YEWA,1,0,0,1,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
02_4_17,YRWA,0,0,1,1,NA,Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,1673,2017,6,29,7,38,11,0,NA,10,ANGE,ABIS,NA,NA,NA,C,0,42,Good,Coyotes on Recording,2,4,BOR24,x,x,2016,2016,53.70132455,-112.7893543,5951777.675,381877.338,NA
03_1_17,YEWA,2,0,0,2,NA,Yellow Warbler,Paruline jaune,Setophaga petechia,1666,2017,7,4,7,42,13,1,NA,1,EMDO,JEDI,NA,Road noise.,NA,C,0,40,Moderate,Windy and Vehical noise,3,1,BOR11,x,bor01,2016,1998,53.71542519,-112.7819153,5953333.878,382407.7054,NA
03_1_17,AMCR,1,0,0,1,NA,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,1356,2017,7,4,7,42,13,1,NA,1,EMDO,JEDI,NA,Road noise.,NA,C,0,40,Moderate,Windy and Vehical noise,3,1,BOR11,x,bor01,2016,1998,53.71542519,-112.7819153,5953333.878,382407.7054,NA
03_1_17,BHCO,1,0,0,1,NA,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,1943,2017,7,4,7,42,13,1,NA,1,EMDO,JEDI,NA,Road noise.,NA,C,0,40,Moderate,Windy and Vehical noise,3,1,BOR11,x,bor01,2016,1998,53.71542519,-112.7819153,5953333.878,382407.7054,NA
03_1_17,LEFL,1,0,0,1,NA,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,1191,2017,7,4,7,42,13,1,NA,1,EMDO,JEDI,NA,Road noise.,NA,C,0,40,Moderate,Windy and Vehical noise,3,1,BOR11,x,bor01,2016,1998,53.71542519,-112.7819153,5953333.878,382407.7054,NA
03_1_17,MODO,0,0,1,1,NA,Mourning Dove,Tourterelle triste,Zenaida macroura,590,2017,7,4,7,42,13,1,NA,1,EMDO,JEDI,NA,Road noise.,NA,C,0,40,Moderate,Windy and Vehical noise,3,1,BOR11,x,bor01,2016,1998,53.71542519,-112.7819153,5953333.878,382407.7054,NA
03_1_17,REVI,1,0,0,1,NA,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,1315,2017,7,4,7,42,13,1,NA,1,EMDO,JEDI,NA,Road noise.,NA,C,0,40,Moderate,Windy and Vehical noise,3,1,BOR11,x,bor01,2016,1998,53.71542519,-112.7819153,5953333.878,382407.7054,NA
03_1_17,WAVI,0,0,1,1,NA,Warbling Vireo,Viréo mélodieux,Vireo gilvus,1312,2017,7,4,7,42,13,1,NA,1,EMDO,JEDI,NA,Road noise.,NA,C,0,40,Moderate,Windy and Vehical noise,3,1,BOR11,x,bor01,2016,1998,53.71542519,-112.7819153,5953333.878,382407.7054,NA
